"Data Source","World Development Indicators",

"Last Updated Date","2021-10-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Aruba","ABW","Wage and salaried workers, female (% of female employment) (modeled ILO estimate)","SL.EMP.WORK.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Africa Eastern and Southern","AFE","Wage and salaried workers, female (% of female employment) (modeled ILO estimate)","SL.EMP.WORK.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.3545945270947","15.2612983889361","15.247241663862","15.2218365141683","15.2795031238143","15.6350886853016","15.5601822612067","15.5298776893817","15.5505792128964","15.5316400719573","15.6729093487278","15.356140973352","15.3425002447457","15.7536752720697","15.6926608893412","15.9600492813538","16.607461284219","17.5668750824535","17.488259644985","17.7444709250816","18.4374422998696","19.0366042670644","19.5870421887449","20.1670699735512","20.5609664934061","20.8457508381949","21.2069202608267","21.7078175355816","21.8469702661134","",
"Afghanistan","AFG","Wage and salaried workers, female (% of female employment) (modeled ILO estimate)","SL.EMP.WORK.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.45000004768372","1.45000004768372","1.4099999666214","1.36000001430511","1.35000002384186","1.33000004291534","1.30999994277954","1.29999995231628","1.26999998092651","1.24000000953674","1.20000004768372","1.27999997138977","1.36000001430511","1.39999997615814","1.48000001907349","1.53999996185303","1.62999999523163","1.70000004768372","2.04999995231628","2.45000004768372","2.86999988555908","3.42000007629395","4.09000015258789","4.80000019073486","5.57000017166138","6.46999979019165","7.55000019073486","7.86999988555908","8.21000003814697","",
"Africa Western and Central","AFW","Wage and salaried workers, female (% of female employment) (modeled ILO estimate)","SL.EMP.WORK.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.66226572454548","6.682753601699","6.6165407929816","6.62008158378033","6.77255446749876","6.8706966885445","6.95811989044118","6.8246549980847","7.01920599696958","7.44806220267743","7.44754655068376","7.5058444896747","7.92810880997867","8.41512372681373","8.76903793464141","9.02652574538362","9.29442341711723","9.72367097402561","9.85573735265429","10.6655940317047","11.5129010679747","11.6018433765466","11.3231334758212","11.502442809666","11.3478691464547","11.4045628418732","12.1267980870285","12.767312119585","13.2291357838099","",
"Angola","AGO","Wage and salaried workers, female (% of female employment) (modeled ILO estimate)","SL.EMP.WORK.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.4899997711182","18.2399997711182","18.4200000762939","19.7600002288818","19.6599998474121","19.9799995422363","19.7000007629395","19.5699996948242","21.8500003814697","22.3400001525879","22.0799999237061","21.6000003814697","21.6399993896484","22.4799995422363","22.6900005340576","21.7399997711182","21.4599990844727","20.6900005340576","17.1700000762939","17.1399993896484","16.4799995422363","16.1800003051758","15.2799997329712","14.3500003814697","13.6099996566772","13.4399995803833","13.0699996948242","12.7200002670288","12.6800003051758","",
"Albania","ALB","Wage and salaried workers, female (% of female employment) (modeled ILO estimate)","SL.EMP.WORK.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.7400016784668","38.560001373291","38.9300003051758","39.3400001525879","40.3699989318848","40.810001373291","36.8499984741211","37.3300018310547","38.7299995422363","39.3499984741211","40.6100006103516","40.560001373291","40.939998626709","41.2200012207031","40.7000007629395","41.6800003051758","41.939998626709","32.7799987792969","34.7700004577637","36.9500007629395","34.7200012207031","31.9799995422363","37.0800018310547","41.2799987792969","42.7099990844727","43.2599983215332","45.0699996948242","47.0200004577637","47.8699989318848","",
"Andorra","AND","Wage and salaried workers, female (% of female employment) (modeled ILO estimate)","SL.EMP.WORK.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Wage and salaried workers, female (% of female employment) (modeled ILO estimate)","SL.EMP.WORK.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.5858579251789","46.9640824943133","47.2920296866694","47.3146799944125","49.0742656392879","49.5720805003038","50.1964193614782","51.7442893095869","52.9190955139926","51.6615616642003","54.2409136452593","55.7369641813555","53.7838831195907","52.1699025271815","53.2872491481749","55.0177574202685","54.1516732217286","55.8232098823617","56.4517821852764","57.4471344020576","58.8197411544939","60.6081200895391","60.2769828712455","60.6550621591104","61.9292179027664","66.2986270632023","65.7699478501703","66.5506508673772","67.4191713487312","",
"United Arab Emirates","ARE","Wage and salaried workers, female (% of female employment) (modeled ILO estimate)","SL.EMP.WORK.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.870002746582","98.870002746582","98.870002746582","98.870002746582","98.870002746582","98.870002746582","98.870002746582","98.870002746582","98.8600006103516","98.8499984741211","98.8499984741211","98.8499984741211","98.8499984741211","98.8300018310547","98.7399978637695","98.8600006103516","98.9800033569336","99.0599975585938","99.0400009155273","98.9899978637695","98.9100036621094","98.8600006103516","98.8099975585938","98.7600021362305","98.75","98.6900024414063","97.5100021362305","96.2600021362305","94.379997253418","",
"Argentina","ARG","Wage and salaried workers, female (% of female employment) (modeled ILO estimate)","SL.EMP.WORK.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.4000015258789","72.4899978637695","71.2600021362305","72.0999984741211","74.870002746582","74.3099975585938","75.0100021362305","75.4899978637695","75.8499984741211","76.3899993896484","76.1100006103516","78.0899963378906","78.7699966430664","78.9599990844727","79.4300003051758","80.1999969482422","80.9000015258789","80.7900009155273","80.120002746582","80.629997253418","81.2900009155273","81.2600021362305","80.870002746582","80.5100021362305","79.9499969482422","79.1699981689453","78.5500030517578","77.4300003051758","76.5999984741211","",
